"simulation","method","accuracy","prob_accuracy","tree_size"
165,"TreeTime_1.0",0.888888888888889,0.874289682978546,775
165,"TreeTime_Custom",0.888888888888889,0.879729109366777,775
166,"ACE",0.944736842105263,0.912504164148734,761
166,"SIMMAP",0.944736842105263,0.911657894736842,761
166,"SAASI",0.971052631578947,0.949856268955924,761
166,"SAASI_pars",0.955263157894737,0.927107900509765,761
166,"PastML",0.894736842105263,0.838599300666284,761
166,"TreeTime_1.0",0.944736842105263,0.910852884814249,761
166,"TreeTime_Custom",0.947368421052632,0.922474735735545,761
167,"ACE",0.958695652173913,0.905351024659698,921
167,"SIMMAP",0.96304347826087,0.90354347826087,921
167,"SAASI",0.969565217391304,0.952540030004464,921
167,"SAASI_pars",0.96304347826087,0.919486338275554,921
167,"PastML",0.943478260869565,0.865075741912659,921
167,"TreeTime_1.0",0.96304347826087,0.94103777849556,921
167,"TreeTime_Custom",0.969565217391304,0.948528276510127,921
